r,x,y,z,t
56.400002, 20.641130,9.985166,77.424561,49.439789
189.399994, -34.769310,-17.725765,231.883698,48.124138
189.399994, 38.971123,16.690048,245.222336,48.413750
189.399994, -33.207222,-18.211613,227.456573,48.643257
189.399994, 43.557735,16.047737,260.731720,48.980675
189.399994, -31.593594,-19.037975,226.152908,49.165154
189.399994, 46.126465,15.759012,269.770294,49.536987
189.399994, -32.089516,-19.217682,231.107193,49.702225
136.100006, 35.243473,14.001542,185.828293,48.018013
136.100006, -25.913736,-16.386711,159.431946,48.259224
136.100006, -32.894829,-14.516768,178.521713,48.612015
136.100006, 27.795895,15.692688,163.917984,48.888237
136.100006, 42.058094,13.102509,207.709137,49.377403
136.100006, -26.746239,-16.943756,170.069534,49.545319
109.500000, -21.899124,-15.477906,127.115997,48.212410
109.500000, -27.160933,-13.615190,138.757767,48.581863
109.500000, 28.513281,13.340668,142.776062,48.944870
109.500000, -25.943327,-13.937721,135.601395,49.273560
82.800003, -21.424347,-12.539916,100.769615,48.272415
82.800003, -27.232960,-11.379944,116.357269,48.747200
82.800003, 19.372852,13.183750,95.783951,49.074799
82.800003, 22.432638,12.288821,103.481773,49.480949
162.899994, -28.868359,-17.773447,192.167328,48.108170
162.899994, -38.940037,-15.180170,221.315872,48.460068
162.899994, 38.947811,15.252533,221.316666,49.026695
162.899994, -28.863562,-17.736254,192.167648,49.241524
162.899994, -38.931686,-15.094828,221.317596,49.593422
189.500000, 44.653561,15.923504,264.648376,48.096664
189.500000, -31.723465,-19.131540,228.006927,48.272415
189.500000, 42.558575,16.208853,257.356659,48.603584
189.500000, -31.641911,-18.935095,225.263779,48.796890
189.500000, -51.753181,-14.837774,290.649475,49.253822
189.500000, 34.891392,19.037598,248.857025,49.390396
189.500000, -30.248587,-19.268276,218.415619,49.617325
56.500000, 17.306528,10.692589,69.343399,48.221535
56.500000, 20.448757,10.049816,77.010544,48.747993
56.500000, -18.593651,-10.391548,72.507523,49.221687
136.199997, -25.481386,-16.873924,161.392548,48.165298
136.199997, -34.692066,-14.177346,184.174103,48.539215
136.199997, 26.252916,16.285572,160.155731,48.788559
136.199997, 33.537968,14.357800,180.607361,49.147003
136.199997, -27.160866,-15.958096,162.309189,49.413307
163.000000, -28.876371,-17.784836,192.290314,48.092896
163.000000, -38.953575,-15.072574,221.486786,48.444893
163.000000, 28.871380,17.746662,192.290207,48.659424
163.000000, 38.966835,15.199499,221.487152,49.011322
163.000000, -28.877483,-17.793732,192.290283,49.225853
163.000000, -38.956734,-15.101084,221.487473,49.577850
82.900002, 24.842916,11.790126,110.018967,48.425255
82.900002, -22.447840,-12.321058,103.760368,48.806610
82.900002, 28.511106,11.170210,119.933838,49.305992
109.599998, -28.367392,-13.423902,142.429977,48.140007
109.599998, 26.213709,13.897183,136.422546,48.471970
109.599998, -30.830614,-12.953645,149.468002,48.869392
109.599998, 23.251877,14.728539,128.593124,49.155930
109.599998, 28.525612,13.376022,142.746857,49.534904
56.599998, 16.078472,11.010350,66.388840,48.361084
56.599998, 17.977770,10.522930,71.024483,48.841026
56.599998, 22.466005,9.760242,82.029785,49.424217
189.600006, -43.011894,-16.100922,259.031067,48.081886
189.600006, -49.114777,-15.435895,280.794373,48.683624
189.600006, 33.376770,19.142448,239.876144,48.831902
189.600006, -33.771847,-18.057510,228.656570,49.088783
189.600006, 42.264503,16.221798,256.455109,49.410927
189.600006, -31.694881,-18.918781,225.209518,49.606911
136.300003, -38.553566,-13.661776,196.425751,48.193367
136.300003, 25.507183,16.913912,161.613907,48.392326
136.300003, 34.838116,14.159392,184.715591,48.767731
136.300003, -26.177639,-16.295864,160.109100,49.015091
136.300003, -33.389912,-14.465373,180.209091,49.371750
136.300003, 27.337696,15.922529,162.852112,49.640533
163.100006, -28.884975,-17.800343,192.413086,48.077919
163.100006, -38.991070,-15.197273,221.657516,48.429916
163.100006, 28.882906,17.785118,192.413040,48.644249
163.100006, 38.986923,15.157908,221.657135,48.996246
163.100006, -28.881176,-17.771519,192.413071,49.210579
163.100006, -38.983780,-15.125698,221.657806,49.562576
83.000000, 26.687653,11.514408,115.040131,48.332817
83.000000, -19.991220,-12.996326,97.492805,48.672813
83.000000, 24.914593,11.801543,110.342751,49.511894
109.699997, 29.178741,13.285167,144.809250,48.546059
109.699997, -25.083382,-14.205690,133.420227,48.862251
109.699997, -36.686172,-12.226402,166.937469,49.379387
56.700001, -21.369671,-9.929720,79.430183,49.306389
189.699997, -31.822672,-18.825867,225.173172,48.145164
189.699997, -48.350529,-15.446631,278.095367,48.545860
189.699997, 33.009987,19.208893,237.590927,48.698006
189.699997, -34.995480,-17.650923,232.578903,48.964111
189.699997, 38.792488,16.814508,244.881973,49.251045
189.699997, -33.414787,-18.152222,228.291779,49.482834
136.399994, -39.570118,-13.543985,199.782501,48.017715
136.399994, 25.748730,16.941931,163.743759,48.206360
136.399994, 38.352764,13.606730,195.891052,48.630264
136.399994, -34.453495,-14.232018,183.608154,49.202049
136.399994, 26.450056,16.205439,160.779938,49.455063
83.099998, -20.138046,-12.970095,97.943008,48.329346
83.099998, -23.890863,-12.026941,107.620537,48.749779
83.099998, 24.313286,11.961868,108.818115,49.160294
83.099998, -23.419353,-12.114079,106.477959,49.556328
109.800003, 26.769888,13.754754,138.145218,48.169861
109.800003, -29.351639,-13.160061,145.429932,48.544174
109.800003, 24.870361,14.273950,132.933060,48.856895
109.800003, 34.210812,12.488004,159.548126,49.317596
109.800003, -21.939350,-15.488066,127.396568,49.545616
163.199997, -28.892626,-17.810057,192.535980,48.063141
163.199997, -39.004395,-15.087558,221.828369,48.415237
163.199997, 28.882881,17.734621,192.535690,48.629372
163.199997, 39.006306,15.108734,221.827347,48.981369
163.199997, -28.884422,-17.745537,192.535904,49.195503
163.199997, -39.010616,-15.147308,221.828552,49.547501
56.799999, -18.999166,-10.338501,73.739517,48.472763
56.799999, 22.102463,9.805021,81.319565,49.037506
56.799999, -16.296885,-10.979397,67.084503,49.463097
189.800003, -41.888710,-16.371141,255.324203,48.253075
189.800003, 31.804348,18.944002,225.318481,48.452728
189.800003, 48.572880,15.449611,278.994720,48.856499
189.800003, -33.117809,-19.160717,238.362793,49.007553
189.800003, 34.669449,17.845371,231.610535,49.270882
189.800003, -39.610531,-16.652367,247.679642,49.565651
136.500000, -28.035656,-15.660324,164.923782,48.256248
136.500000, 40.694435,13.263286,203.578552,48.714073
136.500000, -26.158951,-17.004122,166.611618,48.892502
136.500000, 36.661346,13.933095,190.608932,49.288734
136.500000, -25.516880,-16.711378,159.687347,49.510803
83.199997, 21.601568,12.555573,101.804237,48.200310
83.199997, 28.236771,11.311597,119.402451,48.694138
83.199997, -18.698038,-13.498398,94.587585,48.999023
83.199997, -21.355671,-12.615334,100.893166,49.394958
163.300003, -28.894869,-17.778305,192.658630,48.048561
163.300003, -39.029095,-15.089870,221.998642,48.400658
163.300003, 28.899899,17.815266,192.658966,48.614494
163.300003, 39.040962,15.198860,222.000504,48.966591
163.300003, -28.893238,-17.764242,192.659134,49.180527
163.300003, -39.027328,-15.066109,222.000977,49.532623
109.900002, 29.733252,13.199442,146.562637,48.200111
109.900002, -24.451777,-14.397965,131.907318,48.506386
109.900002, -31.937233,-12.777240,152.920624,48.927116
109.900002, 27.187866,13.615539,139.181458,49.560890
56.900002, 21.002502,9.994384,78.693954,48.174721
56.900002, -17.878021,-10.606917,71.063316,48.630463
56.900002, -22.032593,-9.831759,81.222733,49.196098
56.900002, 16.430084,10.961585,67.489365,49.623573
189.899994, 51.749386,15.223258,290.904938,48.041321
189.899994, -34.886047,-19.005257,249.106049,48.178192
189.899994, 30.358120,19.243380,219.077255,48.405617
189.899994, -34.143948,-18.024582,230.501114,48.944176
189.899994, 40.627789,16.366068,251.206345,49.249458
189.899994, -32.242260,-18.660791,225.778900,49.461411
83.300003, 25.790741,11.703855,112.872612,48.213402
83.300003, -21.196642,-12.691930,100.825706,48.573135
83.300003, -26.580208,-11.543998,115.010536,49.032745
83.300003, 20.201994,12.960036,98.279282,49.375320
136.600006, 39.172974,13.504747,198.713104,48.164108
136.600006, -25.668756,-16.978662,163.112930,48.356621
136.600006, -36.546291,-13.811335,190.358383,48.753151
136.600006, 25.551439,16.665199,159.777649,48.976707
136.600006, 32.669754,14.485348,178.307358,49.327515
136.600006, -28.172419,-15.672610,165.369919,49.607307
163.399994, -28.906208,-17.816521,192.782227,48.034081
163.399994, -39.053833,-15.079592,222.173492,48.386276
163.399994, 28.903193,17.791555,192.782333,48.599915
163.399994, 39.071453,15.247320,222.174164,48.952011
163.399994, -28.899887,-17.765854,192.782578,49.165749
163.399994, -39.065807,-15.188742,222.175598,49.517845
163.399994, 28.907387,17.826302,192.782181,49.731483
110.000000, 36.534927,12.089357,166.802414,48.002937
110.000000, -22.448486,-15.686011,131.941086,48.199715
110.000000, -31.086624,-12.928875,150.517792,48.614197
110.000000, 23.152472,14.816059,128.714432,48.896767
110.000000, 28.282146,13.416167,142.403305,49.272369
110.000000, -26.560692,-13.852890,137.722870,49.607307
57.000000, -20.499058,-10.074631,77.549438,48.009087
57.000000, 18.737442,10.420610,73.255882,48.481689
190.000000, -41.830002,-16.162994,255.375137,48.095375
190.000000, 31.837677,18.926723,225.554672,48.295425
190.000000, 48.625587,15.259178,279.424072,48.699593
190.000000, 34.608067,17.884773,231.594620,49.112885
190.000000, -39.845001,-16.742945,248.600403,49.409439
190.000000, 32.704163,18.516901,226.785110,49.629921
136.699997, 38.727997,13.586659,197.356613,48.276978
136.699997, -25.576406,-16.899233,162.347610,48.474350
136.699997, -35.253616,-14.123225,186.358032,48.853523
136.699997, 26.028669,16.438667,160.225159,49.095230
136.699997, 33.087387,14.527224,179.632904,49.448418
136.699997, -27.732700,-15.759820,164.285339,49.722160
83.400002, -21.227638,-12.667919,100.708176,48.307228
83.400002, -26.343790,-11.551538,114.476341,48.761879
83.400002, 20.504322,12.886654,99.130348,49.109413
83.400002, 24.678944,11.899674,109.980347,49.538574
163.500000, -28.908287,-17.783060,192.905899,48.019897
163.500000, -39.082573,-15.108162,222.348022,48.372093
163.500000, 28.908487,17.783709,192.905823,48.585533
163.500000, 39.082344,15.107077,222.347626,48.937729
163.500000, -28.908619,-17.784403,192.905792,49.151169
163.500000, -39.082100,-15.105946,222.347198,49.503365
163.500000, 28.908691,17.784979,192.905701,49.716805
110.099998, -29.030474,-13.343377,144.733582,48.054314
110.099998, 25.400278,14.142310,134.628357,48.373680
110.099998, -35.467697,-12.298154,163.615829,48.857788
57.099998, 18.010963,10.589828,71.554489,48.122749
57.099998, 22.483217,9.789637,82.494446,48.700485
57.099998, -15.950916,-11.113979,66.456108,49.116554
57.099998, -17.739330,-10.645452,70.813858,49.590149
190.100006, 32.499886,18.579849,226.455109,48.065720
190.100006, -48.759670,-15.425743,279.963593,48.469292
190.100006, 33.227707,19.177912,239.229172,48.619453
190.100006, -34.435745,-17.931631,231.149277,48.880600
190.100006, 40.331062,16.632668,250.325195,49.181816
190.100006, -32.427151,-18.562437,226.322357,49.397240
136.800003, -25.663986,-16.637951,159.960434,48.212410
136.800003, -32.685001,-14.563044,178.500717,48.562523
136.800003, 28.216795,15.682280,165.667419,48.842415
136.800003, -39.086510,-13.557608,198.603088,49.268700
136.800003, 25.665869,16.974709,163.131104,49.462303
83.500000, 24.491589,11.944041,109.634880,48.215981
83.500000, -23.255419,-12.204435,106.372284,48.607353
83.500000, 25.935980,11.634457,113.495323,49.045540
83.500000, -21.034964,-12.740664,100.581642,49.401802
163.600006, -28.912905,-17.768261,193.029800,48.006111
163.600006, -39.119617,-15.208828,222.525589,48.358307
163.600006, 28.916004,17.794273,193.029587,48.571548
163.600006, 39.125191,15.267318,222.523895,48.923744
163.600006, -28.919523,-17.820841,193.029602,49.136986
163.600006, -39.108715,-15.107496,222.524094,49.489281
163.600006, 28.911798,17.760767,193.029526,49.702522
110.199997, 22.409910,15.178065,127.380035,48.043404
110.199997, 27.013378,13.723529,138.911530,48.407898
110.199997, -29.167633,-13.324701,145.210434,48.777451
110.199997, 25.242279,14.182832,134.291138,49.094337
110.199997, -39.351665,-11.937523,175.697189,49.686951
190.199997, 38.179226,16.991009,243.314392,48.017319
190.199997, -34.093998,-18.058754,230.614014,48.256447
190.199997, 40.906296,16.538458,252.350510,48.563713
190.199997, -32.169044,-18.691504,225.995361,48.773285
190.199997, -50.274811,-15.186105,285.684814,49.201057
190.199997, 34.044197,19.176624,244.284042,49.343979
190.199997, -32.208500,-18.546841,224.510147,49.587868
57.200001, -20.198746,-10.149180,76.973976,48.327461
57.200001, 19.385714,10.331682,74.989334,48.812462
163.699997, -39.137554,-15.134378,222.699692,48.345909
163.699997, 28.927929,17.836803,193.153442,48.558853
163.699997, 39.152737,15.280556,222.700058,48.911148
163.699997, -28.923532,-17.803190,193.153336,49.124191
163.699997, -39.143547,-15.190936,222.700302,49.476486
163.699997, 28.919197,17.769234,193.153336,49.689529
136.899994, -27.946674,-15.741909,165.029541,48.422180
136.899994, 45.855247,12.746344,221.326385,49.007156
136.899994, -29.004784,-16.852327,183.022568,49.154045
136.899994, 25.442316,16.520336,157.680099,49.431160
110.300003, -26.628244,-13.811684,138.190140,48.071075
110.300003, 29.928347,13.105078,147.503906,48.451935
110.300003, -24.318615,-14.442384,131.918579,48.754837
110.300003, -31.345655,-12.827925,151.564240,49.165451
110.300003, 23.016607,14.915884,128.667938,49.443459
83.599998, -18.520697,-13.633432,94.637604,48.144768
83.599998, -21.137304,-12.688091,100.637939,48.538223
83.599998, -26.035669,-11.638423,113.807259,48.986427
83.599998, 20.957800,12.767776,100.468262,49.340904
190.300003, -46.241241,-15.718372,271.017395,48.182159
190.300003, -39.025024,-16.772343,246.156464,48.643951
190.300003, 33.352840,18.295271,228.675446,48.873459
190.300003, -43.373753,-16.091805,260.913177,49.207008
190.300003, 31.696478,19.146368,226.933273,49.393372
57.299999, 17.778124,10.670007,71.059837,48.229568
57.299999, 21.515335,9.946535,80.282555,48.775467
57.299999, -17.288845,-10.792515,69.927643,49.216728
57.299999, -20.292461,-10.147917,77.282021,49.732574
137.000000, 39.701740,13.426939,200.789230,48.275589
137.000000, -25.844019,-16.964548,164.650406,48.463242
137.000000, -39.114635,-13.555105,198.867630,48.897362
137.000000, 25.690504,16.966311,163.387741,49.090866
137.000000, 36.319801,14.005580,189.950653,49.482735
137.000000, -25.669092,-16.641171,160.210709,49.709961
163.800003, 39.162258,15.110411,222.879059,48.348389
163.800003, -28.928741,-17.796103,193.277542,48.561134
163.800003, -39.159725,-15.088192,222.878128,48.913528
163.800003, 28.928120,17.790688,193.277557,49.126274
163.800003, 39.157902,15.071949,222.877731,49.478668
163.800003, -28.927485,-17.785450,193.277481,49.691414
110.400002, -27.133820,-13.728831,139.421387,48.228180
110.400002, 28.965504,13.352726,144.819824,48.594261
110.400002, -25.579134,-14.141778,135.363693,48.915016
110.400002, 34.254356,12.479620,160.229019,49.370956
110.400002, -22.018648,-15.506533,128.102692,49.598976
83.699997, -26.959307,-11.522958,116.370705,48.075539
83.699997, 19.913742,13.103251,97.881569,48.410378
83.699997, 23.387680,12.160019,106.781982,48.822777
83.699997, -25.789728,-11.716852,113.255737,49.256599
83.699997, 21.308311,12.691762,101.452675,49.616432
190.399994, -37.171474,-17.221113,240.144012,48.233635
190.399994, 35.323132,17.692951,234.448349,48.485756
190.399994, -38.152557,-17.023930,243.402191,48.765648
190.399994, 34.154755,17.987066,230.994019,49.005272
190.399994, -40.777210,-16.467220,252.127670,49.310951
57.400002, -20.440485,-10.130287,77.727440,48.501625
57.400002, 19.036331,10.412174,74.301704,48.977303
57.400002, -22.466953,-9.839675,82.696358,49.546806
137.100006, 27.137548,16.055958,163.066666,48.473160
137.100006, 36.065426,14.080744,189.226822,48.856697
137.100006, -25.757740,-16.572947,160.343307,49.087593
137.100006, -32.777332,-14.575350,179.040894,49.437607
137.100006, 28.185810,15.718725,165.847748,49.716309
163.899994, 39.186455,15.084283,223.057205,48.074844
163.899994, -28.941326,-17.846081,193.401932,48.287292
163.899994, -39.191658,-15.137394,223.056625,48.639786
163.899994, 28.933043,17.780880,193.401703,48.852333
163.899994, 39.197372,15.192883,223.056335,49.204727
163.899994, -28.935797,-17.802256,193.401855,49.417274
110.500000, 32.827412,12.688559,156.063522,48.334999
110.500000, -22.265417,-15.295300,127.543358,48.587120
110.500000, -26.894672,-13.751904,138.833511,48.950325
110.500000, 29.577883,13.208702,146.664978,49.324837
110.500000, -24.798317,-14.365924,133.341187,49.634186
83.800003, -24.447729,-11.976211,109.695526,48.050346
83.800003, 23.500565,12.150677,107.282600,48.444199
83.800003, -25.436928,-11.764690,112.410744,48.871178
83.800003, 21.839724,12.586864,102.904869,49.238846
190.500000, -34.174202,-19.123545,245.275543,48.056198
190.500000, 31.989130,18.645151,224.143539,48.297806
190.500000, 43.114967,16.163303,260.108734,48.633240
190.500000, -31.735893,-19.096729,226.898209,48.822182
190.500000, 48.477348,15.484838,279.289764,49.222778
190.500000, -33.113602,-19.210657,238.724274,49.374527
190.500000, 34.984127,17.801493,233.226608,49.639244
57.500000, 19.771526,10.287113,76.175980,48.141792
57.500000, -20.426905,-10.169888,77.777504,48.649307
57.500000, 19.105127,10.393439,74.559814,49.125877
57.500000, -22.272827,-9.868462,82.305870,49.687546
137.199997, 41.272541,13.205140,206.114563,48.167381
137.199997, -26.447863,-16.983572,168.813721,48.341644
137.199997, 34.754841,14.167732,185.339828,48.710304
137.199997, -26.382236,-16.329464,161.385910,48.959152
137.199997, -33.764679,-14.327130,182.200531,49.317497
137.199997, 27.166973,16.002565,163.251572,49.581123
110.599998, -29.612082,-13.192278,146.856506,48.099243
110.599998, 33.236004,12.641756,157.359039,48.846878
110.599998, -22.164125,-15.366639,127.661156,49.092056
110.599998, -26.886742,-13.764973,138.893768,49.455261
164.000000, 39.226303,15.209022,223.236115,48.312485
164.000000, -28.949673,-17.863342,193.526306,48.524734
164.000000, -39.216072,-15.109409,223.236038,48.877327
164.000000, 28.945036,17.826202,193.526657,49.089577
164.000000, 39.230869,15.250452,223.237152,49.442070
164.000000, -28.940138,-17.788412,193.526550,49.654419
83.900002, 22.231447,12.471101,103.821373,48.682831
83.900002, 35.180847,10.539292,139.636154,49.432449
83.900002, -19.980114,-14.219209,106.659119,49.616432
190.600006, 35.717472,17.604067,235.835999,48.104202
190.600006, -37.480240,-17.097399,241.432541,48.377449
190.600006, 34.936058,17.858370,233.442795,48.625206
190.600006, -39.001030,-16.875969,246.358627,48.912933
190.600006, 33.424618,18.340490,229.131348,49.142838
190.600006, -43.227699,-15.948236,260.732239,49.474403
190.600006, 31.720417,19.045416,227.127747,49.662056
57.599998, 17.017344,10.864392,69.395111,48.236610
57.599998, 19.601009,10.327495,75.810745,48.735596
57.599998, 18.320230,10.572048,72.714386,49.714424
110.699997, -26.906662,-13.770653,139.033981,48.236015
110.699997, 29.647144,13.270035,147.010956,48.610626
110.699997, -24.773975,-14.348388,133.468811,48.919182
110.699997, -33.193123,-12.660921,157.316803,49.356773
110.699997, 22.191631,15.361287,127.775879,49.602844
137.300003, -26.010115,-17.028021,165.926010,48.117294
137.300003, 42.219486,13.246259,209.296585,48.609932
137.300003, -26.897255,-17.009228,171.576920,48.777451
137.300003, 32.211845,14.682333,177.672104,49.116951
137.300003, -28.846422,-15.499240,167.877823,49.404083
164.100006, -39.248337,-15.149213,223.418839,48.309807
164.100006, 28.947821,17.801203,193.651321,48.521858
164.100006, 39.244900,15.118591,223.417892,48.874451
164.100006, -39.244034,-15.105107,223.419586,49.439095
164.100006, 28.956514,17.869808,193.651627,49.651047
84.000000, -30.965113,-11.027322,127.622787,48.386673
84.000000, 18.247837,14.057687,96.194519,48.627884
84.000000, 21.734301,12.594240,102.568382,49.027290
84.000000, 28.136793,11.330028,119.841301,49.513382
190.699997, -32.063332,-18.799759,226.439377,48.156174
190.699997, -49.245415,-15.351477,282.309265,48.566788
190.699997, 33.509987,19.210833,241.332458,48.714668
190.699997, -33.813431,-18.158926,229.759705,48.970261
190.699997, 42.594425,16.086796,258.623962,49.293991
190.699997, -31.784618,-19.034100,226.699921,49.487297
57.700001, -21.699230,-9.943072,81.078011,48.030113
57.700001, 17.186707,10.861447,69.991684,48.466515
57.700001, 20.020840,10.259919,76.924728,48.973137
57.700001, -20.012634,-10.266921,76.925537,49.468452
137.399994, -26.417227,-17.016438,168.695465,48.173134
137.399994, 35.218826,14.164548,186.926819,48.546951
137.399994, -26.152834,-16.420155,161.147385,48.789551
137.399994, -33.299915,-14.453068,180.928391,49.143135
137.399994, 27.674349,15.895318,164.735596,49.413902
110.800003, 27.295536,13.705435,140.230927,48.236214
110.800003, -28.752531,-13.413340,144.566086,48.597931
110.800003, 25.998842,14.018402,136.878204,48.923248
110.800003, -32.268230,-12.844331,154.681351,49.339417
110.800003, 22.552507,15.172776,128.208618,49.601852
84.099998, -21.053705,-12.785652,100.798607,48.384987
84.099998, -25.688898,-11.790107,113.271973,48.824959
84.099998, 21.616997,12.664508,102.579597,49.187767
84.099998, 27.940519,11.417403,119.369598,49.669098
164.199997, 39.274021,15.126979,223.600845,48.043602
164.199997, -28.959234,-17.843143,193.776657,48.255356
164.199997, -39.280727,-15.189255,223.601898,48.608047
164.199997, 28.961601,17.862801,193.776642,48.819801
164.199997, 39.285843,15.241094,223.601089,49.172493
164.199997, -28.964567,-17.884642,193.776840,49.384247
57.799999, -19.503241,-10.351561,75.772705,48.200508
57.799999, 21.254406,10.056160,80.051064,48.727364
57.799999, -21.802340,-9.931497,81.409683,49.725433
190.800003, -40.757530,-16.501972,252.221222,48.294533
190.800003, 32.385509,18.726271,226.999786,48.506287
190.800003, -51.248585,-14.995780,289.919739,48.948044
190.800003, -31.092457,-19.074736,221.857513,49.320076
190.800003, -39.946716,-16.666965,249.430801,49.629028
110.900002, -29.401352,-13.328331,146.483276,48.303360
110.900002, 35.870010,12.289196,165.545181,49.106537
110.900002, -29.412542,-13.259078,146.441986,49.701630
137.500000, 33.331783,14.509830,181.092010,48.313080
137.500000, -27.665325,-15.856444,164.820969,48.583649
137.500000, -38.795444,-13.577732,198.301208,49.004776
137.500000, 25.676363,16.967821,163.295959,49.201950
137.500000, 35.410515,14.057849,187.584167,49.580925
84.199997, 18.449816,14.160502,97.934319,48.145363
84.199997, 22.708912,12.382934,105.359047,48.553993
84.199997, 18.732544,13.613338,95.581802,49.343086
164.300003, -39.300991,-15.105206,223.787048,48.350273
164.300003, 28.968945,17.873533,193.902313,48.561729
164.300003, 39.315838,15.248602,223.787460,48.914520
164.300003, -28.964403,-17.838135,193.902298,49.126076
164.300003, -39.306049,-15.152644,223.787552,49.478867
164.300003, 28.970892,17.889416,193.902176,49.690323
57.900002, 21.812311,9.983508,81.499878,48.313477
57.900002, -17.123562,-10.899709,69.993385,48.747299
57.900002, -19.860394,-10.295644,76.699402,49.249260
190.899994, 40.539249,16.534521,251.563019,48.145462
190.899994, -32.504650,-18.610336,227.329926,48.359596
190.899994, 49.119297,15.424406,282.016083,48.766342
190.899994, -33.455254,-19.237679,241.103119,48.914917
190.899994, 34.053623,18.077579,230.687744,49.172096
190.899994, -41.776058,-16.208576,256.004883,49.486801
190.899994, 31.966272,18.903109,226.649185,49.687843
137.600006, -41.479240,-13.314669,207.120514,48.237602
137.600006, 26.568485,17.055601,169.718994,48.410576
137.600006, -34.317566,-14.388014,184.303665,48.772591
137.600006, 34.744110,14.166017,185.594467,49.395554
137.600006, -26.492197,-16.335018,162.010437,49.645096
164.399994, -39.341877,-15.219296,223.972885,48.255356
164.399994, 28.974134,17.867771,194.028275,48.466614
164.399994, 39.341755,15.214221,223.974182,48.819504
164.399994, -28.973228,-17.862408,194.028000,49.030762
164.399994, -39.339344,-15.193410,223.973175,49.383652
164.399994, 28.972872,17.857492,194.028503,49.594910
84.300003, -26.042969,-11.747480,114.430138,48.042809
84.300003, 21.182571,12.804375,101.616081,48.397781
84.300003, 26.321827,11.634783,115.176590,48.847572
84.300003, -20.823662,-12.882500,100.702484,49.196495
84.300003, -25.352932,-11.854658,112.542297,49.630913
111.000000, -26.220592,-14.003583,137.649139,48.117592
111.000000, 31.532225,12.851602,152.754700,48.520866
111.000000, -23.023682,-14.965985,129.334412,48.796196
111.000000, -27.992598,-13.599489,142.396805,49.166344
111.000000, 27.426216,13.725824,140.995361,49.509514
58.000000, 23.057463,9.818760,84.650093,48.281342
58.000000, -17.191975,-10.874965,70.140495,49.145218
58.000000, -19.926968,-10.308551,76.935196,49.647377
191.000000, -33.925518,-18.183437,230.879639,48.112831
191.000000, 41.674465,16.456726,255.676620,48.426544
191.000000, -32.017155,-18.913055,226.771790,48.628876
191.000000, -49.232723,-15.215201,282.577393,49.038895
191.000000, 33.519894,19.159386,241.603210,49.186874
191.000000, -33.878899,-18.120775,230.244400,49.442566
137.699997, 27.219814,16.082825,163.822617,48.123344
137.699997, 36.256683,14.053467,190.369812,48.507576
137.699997, -25.796469,-16.641920,161.071548,48.736290
137.699997, -32.900490,-14.637657,179.922974,49.086105
137.699997, 28.195150,15.731339,166.421066,49.363518
164.500000, -39.358624,-15.088387,224.162292,48.262199
164.500000, 28.977520,17.849968,194.154373,48.473160
164.500000, 39.365974,15.159561,224.162552,48.826149
164.500000, -28.980721,-17.875803,194.154251,49.037109
164.500000, -39.372944,-15.228398,224.162308,49.390099
164.500000, 28.984047,17.901670,194.154297,49.601059
84.400002, -25.271931,-11.862700,112.415733,48.238594
84.400002, 22.333330,12.490476,104.710808,48.611320
84.400002, -31.297262,-10.952384,128.928223,49.178741
84.400002, 18.353724,14.111573,97.157509,49.414001
111.099998, 22.230871,15.661334,130.551331,48.128304
111.099998, 28.629288,13.409407,144.354340,48.508171
111.099998, -26.356976,-13.993709,138.105286,48.836861
111.099998, 31.138327,12.987066,151.672256,49.233192
111.099998, -23.359076,-14.879341,130.183411,49.515663
58.099998, -15.390914,-11.359919,65.588684,48.325378
58.099998, -16.696384,-11.019255,68.953239,48.781517
58.099998, -18.906019,-10.503345,74.501793,49.265129
191.100006, -32.915478,-18.444677,228.375198,48.184143
191.100006, -32.142818,-19.253075,232.213791,48.713181
191.100006, 40.022194,16.774433,250.153412,49.017273
191.100006, -32.777279,-18.511717,228.057739,49.236565
191.100006, 46.799973,15.468421,273.812561,49.610283
137.800003, 25.610939,16.876913,162.361618,48.111938
137.800003, 33.982864,14.455594,183.353348,48.473358
137.800003, -27.123680,-16.093014,163.684494,48.734505
137.800003, -35.869839,-14.015601,189.279770,49.113876
137.800003, 25.942398,16.585209,161.275772,49.347748
137.800003, 33.015076,14.583401,180.378174,49.698158
84.500000, 19.492933,13.333406,97.526962,48.274597
84.500000, 22.580002,12.431444,105.258194,48.676086
84.500000, -29.656240,-11.221144,124.420013,49.192429
84.500000, 18.369856,13.867495,95.510590,49.464783
164.600006, 28.984413,17.860994,194.281372,48.449257
164.600006, 39.403152,15.219068,224.354706,48.802345
164.600006, -28.980869,-17.832603,194.281265,49.013107
164.600006, -39.395077,-15.140709,224.354630,49.366196
164.600006, 28.988361,17.891813,194.281143,49.576859
111.199997, 31.070839,12.971774,151.528931,48.309807
111.199997, -28.845898,-13.455804,145.026321,48.971252
111.199997, 26.075975,14.070192,137.418488,49.295975
111.199997, -32.203495,-12.768100,154.885651,49.709663
58.200001, 17.615433,10.798137,71.361374,48.231453
58.200001, 20.889946,10.128378,79.485870,48.752754
58.200001, -18.635397,-10.588103,73.955811,49.213654
191.199997, -32.175331,-19.207998,232.552673,48.101624
191.199997, 39.814785,16.705015,249.584839,48.403831
191.199997, -32.923649,-18.490551,228.481598,48.625206
191.199997, 45.892876,15.648658,270.635406,48.986923
191.199997, -32.165260,-19.307501,232.393463,49.154243
191.199997, 39.957111,16.623964,250.078964,49.457840
