x,y,t
-0.763484,0.251277,4.410863
-0.762806,0.249396,4.411863
-0.762129,0.247514,4.412863
-0.761451,0.245633,4.413863
-0.760773,0.243751,4.414863
-0.760095,0.241869,4.415863
-0.759417,0.239988,4.416862
-0.758739,0.238106,4.417862
-0.758061,0.236225,4.418862
-0.757383,0.234343,4.419862
-0.756705,0.232461,4.420862
-0.756027,0.230580,4.421862
-0.755349,0.228698,4.422862
-0.754671,0.226817,4.423862
-0.753993,0.224935,4.424862
-0.753315,0.223053,4.425862
-0.752637,0.221172,4.426862
-0.751959,0.219290,4.427862
-0.751281,0.217409,4.428862
-0.750603,0.215527,4.429862
-0.749926,0.213645,4.430861
-0.749248,0.211764,4.431861
-0.748570,0.209882,4.432861
-0.747892,0.208001,4.433861
-0.747214,0.206119,4.434861
-0.746536,0.204237,4.435861
-0.745858,0.202356,4.436861
-0.745180,0.200474,4.437861
-0.744502,0.198593,4.438861
-0.743824,0.196711,4.439861
-0.743146,0.194829,4.440861
-0.742468,0.192948,4.441861
-0.741790,0.191066,4.442861
-0.741112,0.189185,4.443861
-0.740434,0.187303,4.444860
-0.739756,0.185421,4.445860
-0.739078,0.183540,4.446860
-0.738401,0.181658,4.447860
-0.737723,0.179777,4.448860
-0.737045,0.177895,4.449860
-0.736367,0.176013,4.450860
-0.735689,0.174132,4.451860
-0.735011,0.172250,4.452860
-0.734333,0.170369,4.453860
-0.733655,0.168487,4.454860
-0.732977,0.166605,4.455860
-0.732299,0.164724,4.456860
-0.731621,0.162842,4.457860
-0.730943,0.160961,4.458859
-0.730265,0.159079,4.459859
-0.729587,0.157197,4.460859
-0.728909,0.155316,4.461859
-0.728231,0.153434,4.462859
-0.727553,0.151553,4.463859
-0.726875,0.149671,4.464859
-0.726198,0.147789,4.465859
-0.725520,0.145908,4.466859
-0.724842,0.144026,4.467859
-0.724164,0.142145,4.468859
-0.723486,0.140263,4.469859
-0.722808,0.138381,4.470859
-0.722130,0.136500,4.471859
-0.721452,0.134618,4.472858
-0.720774,0.132737,4.473858
-0.720096,0.130855,4.474858
-0.719418,0.128973,4.475858
-0.718740,0.127092,4.476858
-0.718062,0.125210,4.477858
-0.717384,0.123329,4.478858
-0.716706,0.121447,4.479858
-0.716028,0.119565,4.480858
-0.715350,0.117684,4.481858
-0.714673,0.115802,4.482858
-0.713995,0.113921,4.483858
-0.713317,0.112039,4.484858
-0.712639,0.110157,4.485857
-0.711961,0.108276,4.486857
-0.711283,0.106394,4.487857
-0.710605,0.104513,4.488857
-0.709927,0.102631,4.489857
-0.709249,0.100749,4.490857
-0.708571,0.098868,4.491857
-0.707893,0.096986,4.492857
-0.707215,0.095105,4.493857
-0.706537,0.093223,4.494857
-0.705859,0.091341,4.495857
-0.705181,0.089460,4.496857
-0.704503,0.087578,4.497857
-0.703825,0.085697,4.498857
-0.703147,0.083815,4.499856
-0.702470,0.081933,4.500856
-0.701792,0.080052,4.501856
-0.701114,0.078170,4.502856
-0.700436,0.076289,4.503856
-0.699758,0.074407,4.504856
-0.699080,0.072525,4.505856
-0.698402,0.070644,4.506856
-0.697724,0.068762,4.507856
-0.697046,0.066881,4.508856
-0.696368,0.064999,4.509856
-0.695690,0.063117,4.510856
-0.695012,0.061236,4.511856
-0.694334,0.059354,4.512856
-0.693656,0.057473,4.513855
-0.692978,0.055591,4.514855
-0.692300,0.053709,4.515855
-0.691622,0.051828,4.516855
-0.690944,0.049946,4.517855
-0.690267,0.048065,4.518855
-0.689589,0.046183,4.519855
-0.688911,0.044301,4.520855
-0.688233,0.042420,4.521855
-0.687555,0.040538,4.522855
-0.686877,0.038657,4.523855
-0.686199,0.036775,4.524855
-0.685521,0.034893,4.525855
-0.684843,0.033012,4.526855
-0.684165,0.031130,4.527854
-0.683487,0.029249,4.528854
-0.682809,0.027367,4.529854
-0.682131,0.025485,4.530854
